100,S17,34,1,2023-06-17T12:19:22.892-03:00,1047,14
100,E12,15,1,2023-06-17T12:19:22.893-03:00,1047,14
100,P82,54,0,2023-06-17T12:19:22.891-03:00,1047,14
100,V56,1034,2,2023-06-17T12:19:22.890-03:00,1047,14
100,N89,915,3,2023-06-17T12:19:22.888-03:00,1047,14
100,N89,911,3,2023-06-17T12:19:24.874-03:00,1047,14
100,X47,858,2,2023-06-17T12:19:24.876-03:00,1047,14
100,P82,59,0,2023-06-17T12:19:24.876-03:00,1047,14
100,D16,211,1,2023-06-17T12:19:24.876-03:00,1047,14
100,V80,129,1,2023-06-17T12:19:24.873-03:00,1047,14
100,I43,874,3,2023-06-17T12:19:24.876-03:00,1047,14
100,S17,38,0,2023-06-17T12:19:24.877-03:00,1047,14
100,U56,147,1,2023-06-17T12:19:24.874-03:00,1047,14
100,E12,23,1,2023-06-17T12:19:24.878-03:00,1047,14
100,R22,6,1,2023-06-17T12:19:24.880-03:00,1047,14
100,R04,13,1,2023-06-17T12:19:24.879-03:00,1047,14
100,E12,23,1,2023-06-17T12:19:26.867-03:00,1047,14
100,X47,854,2,2023-06-17T12:19:26.870-03:00,1047,14
100,S17,43,0,2023-06-17T12:19:26.866-03:00,1047,14
100,P82,59,0,2023-06-17T12:19:26.865-03:00,1047,14
100,I43,869,3,2023-06-17T12:19:26.866-03:00,1047,14
100,N89,907,3,2023-06-17T12:19:26.863-03:00,1047,14
100,D16,219,1,2023-06-17T12:19:26.864-03:00,1047,14
100,V80,133,1,2023-06-17T12:19:26.863-03:00,1047,14
100,R22,11,1,2023-06-17T12:19:26.871-03:00,1047,14
100,R04,17,1,2023-06-17T12:19:26.869-03:00,1047,14
100,V80,137,1,2023-06-17T12:19:28.104-03:00,1047,14
100,I43,864,3,2023-06-17T12:19:28.105-03:00,1047,14
100,X47,850,2,2023-06-17T12:19:28.107-03:00,1047,14
100,S17,47,0,2023-06-17T12:19:28.108-03:00,1047,14
100,E12,23,1,2023-06-17T12:19:28.108-03:00,1047,14
100,N89,903,3,2023-06-17T12:19:28.104-03:00,1047,14
100,D16,229,1,2023-06-17T12:19:28.105-03:00,1047,14
100,Z10,1040,3,2023-06-17T12:19:28.107-03:00,1047,14
100,R04,21,1,2023-06-17T12:19:28.109-03:00,1047,14
100,P82,59,0,2023-06-17T12:19:28.107-03:00,1047,14
100,R22,15,1,2023-06-17T12:19:28.110-03:00,1047,14
100,N89,899,3,2023-06-17T12:19:29.840-03:00,1047,14
100,D16,238,1,2023-06-17T12:19:29.840-03:00,1047,14
100,X47,846,2,2023-06-17T12:19:29.842-03:00,1047,14
100,Z10,1034,3,2023-06-17T12:19:29.843-03:00,1047,14
100,E12,23,1,2023-06-17T12:19:29.844-03:00,1047,14
100,V80,137,1,2023-06-17T12:19:29.839-03:00,1047,14
100,R04,25,1,2023-06-17T12:19:29.845-03:00,1047,14
100,R22,15,1,2023-06-17T12:19:29.845-03:00,1047,14
100,P82,59,0,2023-06-17T12:19:29.841-03:00,1047,14
100,M33,10,1,2023-06-17T12:19:29.847-03:00,1047,14
100,S17,51,0,2023-06-17T12:19:29.842-03:00,1047,14
100,I43,860,3,2023-06-17T12:19:29.842-03:00,1047,14
100,V80,137,1,2023-06-17T12:19:31.720-03:00,1047,14
100,N89,895,3,2023-06-17T12:19:31.718-03:00,1047,14
100,D16,249,1,2023-06-17T12:19:31.721-03:00,1047,14
100,X47,842,2,2023-06-17T12:19:31.724-03:00,1047,14
100,I43,854,3,2023-06-17T12:19:31.720-03:00,1047,14
100,S17,55,0,2023-06-17T12:19:31.722-03:00,1047,14
100,R04,27,1,2023-06-17T12:19:31.725-03:00,1047,14
100,R22,15,1,2023-06-17T12:19:31.727-03:00,1047,14
100,M33,18,0,2023-06-17T12:19:31.727-03:00,1047,14
100,Z10,1025,3,2023-06-17T12:19:31.727-03:00,1047,14
100,Y13,11,1,2023-06-17T12:19:31.731-03:00,1047,14
100,D16,259,1,2023-06-17T12:19:33.864-03:00,1047,14
100,N89,891,3,2023-06-17T12:19:33.863-03:00,1047,14
100,X47,838,2,2023-06-17T12:19:33.864-03:00,1047,14
100,S17,59,0,2023-06-17T12:19:33.864-03:00,1047,14
100,R04,32,1,2023-06-17T12:19:33.865-03:00,1047,14
100,Z10,1018,2,2023-06-17T12:19:33.866-03:00,1047,14
100,J58,1039,3,2023-06-17T12:19:33.866-03:00,1047,14
100,I43,848,3,2023-06-17T12:19:33.863-03:00,1047,14
100,R22,15,1,2023-06-17T12:19:33.865-03:00,1047,14
100,V80,137,1,2023-06-17T12:19:33.863-03:00,1047,14
100,Y13,20,0,2023-06-17T12:19:33.866-03:00,1047,14
100,M33,24,1,2023-06-17T12:19:33.865-03:00,1047,14
100,I43,840,3,2023-06-17T12:19:35.381-03:00,1047,14
100,D16,269,1,2023-06-17T12:19:35.380-03:00,1047,14
100,S17,62,0,2023-06-17T12:19:35.384-03:00,1047,14
100,Z10,1012,2,2023-06-17T12:19:35.385-03:00,1047,14
100,M59,1038,3,2023-06-17T12:19:35.388-03:00,1047,14
100,X47,834,2,2023-06-17T12:19:35.383-03:00,1047,14
100,J58,1029,3,2023-06-17T12:19:35.386-03:00,1047,14
100,R04,36,1,2023-06-17T12:19:35.385-03:00,1047,14
100,M33,29,0,2023-06-17T12:19:35.387-03:00,1047,14
100,Y13,20,0,2023-06-17T12:19:35.388-03:00,1047,14
100,N89,887,3,2023-06-17T12:19:35.380-03:00,1047,14
100,X47,830,2,2023-06-17T12:19:37.109-03:00,1047,14
100,S17,66,0,2023-06-17T12:19:37.101-03:00,1047,14
100,R04,40,1,2023-06-17T12:19:37.103-03:00,1047,14
100,Z10,1005,2,2023-06-17T12:19:37.110-03:00,1047,14
100,I43,834,3,2023-06-17T12:19:37.106-03:00,1047,14
100,D16,277,1,2023-06-17T12:19:37.101-03:00,1047,14
100,N89,883,3,2023-06-17T12:19:37.103-03:00,1047,14
100,M73,1040,3,2023-06-17T12:19:37.113-03:00,1047,14
100,M33,35,0,2023-06-17T12:19:37.106-03:00,1047,14
100,M59,1030,3,2023-06-17T12:19:37.112-03:00,1047,14
100,J58,1021,2,2023-06-17T12:19:37.111-03:00,1047,14
100,N89,879,3,2023-06-17T12:19:39.112-03:00,1047,14
100,S17,70,0,2023-06-17T12:19:39.114-03:00,1047,14
100,D16,285,1,2023-06-17T12:19:39.113-03:00,1047,14
100,I43,827,3,2023-06-17T12:19:39.115-03:00,1047,14
100,M33,39,0,2023-06-17T12:19:39.117-03:00,1047,14
100,J58,1014,2,2023-06-17T12:19:39.118-03:00,1047,14
100,A22,9,1,2023-06-17T12:19:39.118-03:00,1047,14
100,X47,826,2,2023-06-17T12:19:39.116-03:00,1047,14
100,Z10,998,3,2023-06-17T12:19:39.117-03:00,1047,14
100,M73,1034,3,2023-06-17T12:19:39.120-03:00,1047,14
